yy,dat,trip,effort,gr,sp,l_cm,w_cm
2013,5/20/2013,256,10,Handline,Caesio cuning,18,133.1375697
2013,5/20/2013,256,10,Handline,Caesio cuning,20,183.2510568
2013,5/20/2013,256,10,Handline,Caesio cuning,21,212.4695414
2013,5/20/2013,256,10,Handline,Caesio cuning,25,360.4931604
2013,5/20/2013,256,10,Handline,Caesio cuning,23,279.9590295
2013,5/20/2013,256,10,Handline,Caesio cuning,25,360.4931604
2013,5/20/2013,256,10,Handline,Caesio cuning,25,360.4931604
2013,5/20/2013,256,10,Handline,Caesio cuning,25,360.4931604
2013,5/20/2013,256,10,Handline,Caesio cuning,25,360.4931604
2013,5/21/2013,261,11,Handline,Caesio cuning,30,626.6000187
2013,6/1/2013,268,9,Handline,Caesio cuning,23,279.9590295
2013,6/1/2013,268,9,Handline,Caesio cuning,23,279.9590295
2013,6/1/2013,268,9,Handline,Caesio cuning,24,318.522314
2013,6/1/2013,268,9,Handline,Caesio cuning,25,360.4931604
2013,6/1/2013,269,10,Handline,Caesio cuning,19,156.8555911
2013,6/1/2013,271,10,Handline,Caesio cuning,21,212.4695414
2013,6/1/2013,271,10,Handline,Caesio cuning,24,318.522314
2013,6/1/2013,271,10,Handline,Caesio cuning,24,318.522314
2013,6/1/2013,271,10,Handline,Caesio cuning,27,455.244325
2013,6/1/2013,271,10,Handline,Caesio cuning,13,49.63206762
2013,6/2/2013,272,10,Speargun,Caesio cuning,23,279.9590295
2013,6/2/2013,272,10,Speargun,Caesio cuning,23,279.9590295
2013,6/2/2013,272,10,Speargun,Caesio cuning,23,279.9590295
2013,6/2/2013,272,10,Speargun,Caesio cuning,24,318.522314
2013,6/2/2013,272,10,Speargun,Caesio cuning,23,279.9590295
2013,6/2/2013,272,10,Speargun,Caesio cuning,25,360.4931604
2013,6/2/2013,274,9,Trap,Caesio cuning,30,626.6000187
2013,6/3/2013,278,9,Handline,Caesio cuning,21,212.4695414
2013,6/3/2013,278,9,Handline,Caesio cuning,22,244.6568545
2013,6/3/2013,278,9,Handline,Caesio cuning,22,244.6568545
2013,6/3/2013,278,9,Handline,Caesio cuning,18,133.1375697
2013,6/3/2013,278,9,Handline,Caesio cuning,19,156.8555911
2013,6/3/2013,278,9,Handline,Caesio cuning,22,244.6568545
2013,6/3/2013,279,7,Trap,Caesio cuning,26,406.0182179
2013,6/3/2013,280,9,Speargun,Caesio cuning,25,360.4931604
2013,6/3/2013,280,9,Speargun,Caesio cuning,25,360.4931604
2013,6/3/2013,280,9,Speargun,Caesio cuning,23,279.9590295
2013,6/3/2013,280,9,Speargun,Caesio cuning,25,360.4931604
2013,6/3/2013,280,9,Speargun,Caesio cuning,26,406.0182179
2013,6/3/2013,280,9,Speargun,Caesio cuning,27,455.244325
2013,6/3/2013,280,9,Speargun,Caesio cuning,25,360.4931604
2013,6/8/2013,281,9,Trap,Caesio cuning,28,508.318502
2013,6/8/2013,281,9,Trap,Caesio cuning,25,360.4931604
2013,6/8/2013,281,9,Trap,Caesio cuning,25,360.4931604
2013,6/8/2013,281,9,Trap,Caesio cuning,25,360.4931604
2013,6/9/2013,286,9,Handline,Caesio cuning,26,406.0182179
2013,6/9/2013,286,9,Handline,Caesio cuning,26,406.0182179
2013,6/9/2013,286,9,Handline,Caesio cuning,27,455.244325
2013,6/10/2013,287,7,Speargun,Caesio cuning,25,360.4931604
2013,6/10/2013,287,7,Speargun,Caesio cuning,23,279.9590295
2013,6/10/2013,287,7,Speargun,Caesio cuning,26,406.0182179
2013,6/10/2013,287,7,Speargun,Caesio cuning,26,406.0182179
2013,6/10/2013,287,7,Speargun,Caesio cuning,26,406.0182179
2013,6/10/2013,287,7,Speargun,Caesio cuning,26,406.0182179
2013,6/10/2013,287,7,Speargun,Caesio cuning,26,406.0182179
2013,6/10/2013,287,7,Speargun,Caesio cuning,26,406.0182179
2013,6/10/2013,287,7,Speargun,Caesio cuning,27,455.244325
2013,6/10/2013,288,9,Handline,Caesio cuning,25,360.4931604
2013,6/10/2013,288,9,Handline,Caesio cuning,30,626.6000187
2013,6/10/2013,288,9,Handline,Caesio cuning,25,360.4931604
2013,6/10/2013,288,9,Handline,Caesio cuning,25,360.4931604
2013,6/10/2013,288,9,Handline,Caesio cuning,25,360.4931604
2013,6/10/2013,288,9,Handline,Caesio cuning,26,406.0182179
2013,6/11/2013,291,6,Speargun,Caesio cuning,25,360.4931604
2013,6/11/2013,292,9,Trap,Caesio cuning,25,360.4931604
2013,6/11/2013,292,9,Trap,Caesio cuning,23,279.9590295
2013,6/11/2013,292,9,Trap,Caesio cuning,26,406.0182179
2013,6/11/2013,292,9,Trap,Caesio cuning,25,360.4931604
2013,6/11/2013,292,9,Trap,Caesio cuning,25,360.4931604
2013,6/11/2013,293,9,Handline,Caesio cuning,29,565.3879448
2013,6/11/2013,293,9,Handline,Caesio cuning,25,360.4931604
2013,6/11/2013,293,9,Handline,Caesio cuning,27,455.244325
2013,6/11/2013,293,9,Handline,Caesio cuning,31,692.102253
2013,6/11/2013,293,9,Handline,Caesio cuning,31,692.102253
2013,6/11/2013,293,9,Handline,Caesio cuning,30,626.6000187
2013,6/11/2013,295,9,Trap,Caesio cuning,33,836.5681066
2013,6/11/2013,295,9,Trap,Caesio cuning,30,626.6000187
2013,6/11/2013,295,9,Trap,Caesio cuning,30,626.6000187
2013,6/11/2013,295,9,Trap,Caesio cuning,30,626.6000187
2013,6/11/2013,295,9,Trap,Caesio cuning,31,692.102253
2013,6/11/2013,295,9,Trap,Caesio cuning,29,565.3879448
2013,6/12/2013,296,9,Handline,Caesio cuning,29,565.3879448
2013,6/12/2013,296,9,Handline,Caesio cuning,28,508.318502
2013,6/12/2013,296,9,Handline,Caesio cuning,22,244.6568545
2013,6/12/2013,296,9,Handline,Caesio cuning,27,455.244325
2013,6/12/2013,296,9,Handline,Caesio cuning,27,455.244325
2013,6/12/2013,298,9,Handline,Caesio cuning,24,318.522314
2013,6/12/2013,298,9,Handline,Caesio cuning,23,279.9590295
2013,6/12/2013,298,9,Handline,Caesio cuning,23,279.9590295
2013,6/12/2013,298,9,Handline,Caesio cuning,24,318.522314
2013,6/12/2013,298,9,Handline,Caesio cuning,23,279.9590295
2013,6/12/2013,298,9,Handline,Caesio cuning,24,318.522314
2013,6/12/2013,298,9,Handline,Caesio cuning,24,318.522314
2013,6/12/2013,298,9,Handline,Caesio cuning,24,318.522314
2013,6/13/2013,299,8,Trap,Caesio cuning,22,244.6568545
2013,6/13/2013,299,8,Trap,Caesio cuning,24,318.522314
2013,6/13/2013,299,8,Trap,Caesio cuning,24,318.522314
2013,6/13/2013,299,8,Trap,Caesio cuning,25,360.4931604
2013,6/13/2013,299,8,Trap,Caesio cuning,24,318.522314
2013,6/15/2013,300,7,Speargun,Caesio cuning,23,279.9590295
2013,6/15/2013,300,7,Speargun,Caesio cuning,26,406.0182179
2013,6/15/2013,300,7,Speargun,Caesio cuning,26,406.0182179
2013,6/15/2013,300,7,Speargun,Caesio cuning,26,406.0182179
2013,6/15/2013,300,7,Speargun,Caesio cuning,26,406.0182179
2013,6/15/2013,300,7,Speargun,Caesio cuning,27,455.244325
2013,6/15/2013,300,7,Speargun,Caesio cuning,26,406.0182179
2013,6/15/2013,301,8,Handline,Caesio cuning,25,360.4931604
2013,6/15/2013,301,8,Handline,Caesio cuning,25,360.4931604
2013,6/15/2013,301,8,Handline,Caesio cuning,26,406.0182179
2013,6/15/2013,301,8,Handline,Caesio cuning,25,360.4931604
2013,6/15/2013,302,8,Trap,Caesio cuning,26,406.0182179
2013,6/15/2013,302,8,Trap,Caesio cuning,26,406.0182179
2013,6/15/2013,302,8,Trap,Caesio cuning,24,318.522314
2013,6/15/2013,302,8,Trap,Caesio cuning,30,626.6000187
2013,6/15/2013,302,8,Trap,Caesio cuning,29,565.3879448
2013,6/15/2013,302,8,Trap,Caesio cuning,26,406.0182179
2013,6/15/2013,302,8,Trap,Caesio cuning,26,406.0182179
2013,6/16/2013,305,8,Speargun,Caesio cuning,29,565.3879448
2013,6/16/2013,305,8,Speargun,Caesio cuning,32,762.0423352
2013,6/16/2013,305,8,Speargun,Caesio cuning,26,406.0182179
2013,6/16/2013,305,8,Speargun,Caesio cuning,22,244.6568545
2013,6/16/2013,305,8,Speargun,Caesio cuning,26,406.0182179
2013,6/16/2013,305,8,Speargun,Caesio cuning,28,508.318502
2013,6/16/2013,305,8,Speargun,Caesio cuning,24,318.522314
2013,6/16/2013,305,8,Speargun,Caesio cuning,24,318.522314
2013,6/16/2013,305,8,Speargun,Caesio cuning,26,406.0182179
2013,6/16/2013,305,8,Speargun,Caesio cuning,25,360.4931604
2013,6/19/2013,306,8,Speargun,Caesio cuning,27,455.244325
2013,6/19/2013,306,8,Speargun,Caesio cuning,27,455.244325
2013,6/19/2013,306,8,Speargun,Caesio cuning,26,406.0182179
2013,6/19/2013,306,8,Speargun,Caesio cuning,27,455.244325
2013,6/22/2013,313,9,Trap,Caesio cuning,25,360.4931604
2013,6/22/2013,313,9,Trap,Caesio cuning,25,360.4931604
2013,6/22/2013,313,9,Trap,Caesio cuning,27,455.244325
2013,6/22/2013,313,9,Trap,Caesio cuning,22,244.6568545
2013,6/22/2013,313,9,Trap,Caesio cuning,26,406.0182179
2013,6/22/2013,313,9,Trap,Caesio cuning,29,565.3879448
2013,6/22/2013,313,9,Trap,Caesio cuning,31,692.102253
2013,7/6/2013,319,8,Speargun,Caesio cuning,22,244.6568545
2013,7/6/2013,319,8,Speargun,Caesio cuning,27,455.244325
2013,7/6/2013,319,8,Speargun,Caesio cuning,28,508.318502
2013,7/6/2013,319,8,Speargun,Caesio cuning,24.5,339.0726309
2013,7/6/2013,319,8,Speargun,Caesio cuning,24,318.522314
2013,7/6/2013,319,8,Speargun,Caesio cuning,25,360.4931604
2013,7/6/2013,319,8,Speargun,Caesio cuning,21,212.4695414
2013,7/6/2013,319,8,Speargun,Caesio cuning,22,244.6568545
2013,7/6/2013,319,8,Speargun,Caesio cuning,20,183.2510568
2013,7/6/2013,319,8,Speargun,Caesio cuning,17,111.9516643
2013,7/6/2013,319,8,Speargun,Caesio cuning,18,133.1375697
2013,7/6/2013,319,8,Speargun,Caesio cuning,19,156.8555911
2013,7/6/2013,319,8,Speargun,Caesio cuning,28,508.318502
2013,7/8/2013,326,8,Handline,Caesio cuning,22,244.6568545
2013,7/8/2013,326,8,Handline,Caesio cuning,21,212.4695414
2013,7/8/2013,326,8,Handline,Caesio cuning,23,279.9590295
2013,7/8/2013,326,8,Handline,Caesio cuning,14,62.13735529
2013,7/8/2013,326,8,Handline,Caesio cuning,24,318.522314
2013,7/8/2013,326,8,Handline,Caesio cuning,21,212.4695414
2013,7/8/2013,326,8,Handline,Caesio cuning,21,212.4695414
2013,7/8/2013,326,8,Handline,Caesio cuning,17,111.9516643
2013,7/8/2013,326,8,Handline,Caesio cuning,21,212.4695414
2013,7/8/2013,326,8,Handline,Caesio cuning,23,279.9590295
2013,7/8/2013,326,8,Handline,Caesio cuning,22,244.6568545
2013,7/8/2013,326,8,Handline,Caesio cuning,19,156.8555911
2013,7/8/2013,326,8,Handline,Caesio cuning,20,183.2510568
2013,7/8/2013,326,8,Handline,Caesio cuning,18,133.1375697
2013,7/8/2013,326,8,Handline,Caesio cuning,19,156.8555911
2013,7/8/2013,326,8,Handline,Caesio cuning,21,212.4695414
2013,7/8/2013,326,8,Handline,Caesio cuning,19,156.8555911
2013,7/8/2013,326,8,Handline,Caesio cuning,23,279.9590295
2013,7/8/2013,326,8,Handline,Caesio cuning,21,212.4695414
2013,7/8/2013,326,8,Handline,Caesio cuning,20,183.2510568
2013,7/8/2013,326,8,Handline,Caesio cuning,21,212.4695414
2013,7/8/2013,326,8,Handline,Caesio cuning,23,279.9590295
2013,7/8/2013,326,8,Handline,Caesio cuning,16,93.15280705
2013,7/8/2013,326,8,Handline,Caesio cuning,18,133.1375697
2013,7/8/2013,326,8,Handline,Caesio cuning,23,279.9590295
2013,7/8/2013,327,10,Handline,Caesio cuning,20,183.2510568
2013,7/8/2013,327,10,Handline,Caesio cuning,19,156.8555911
2013,7/8/2013,327,10,Handline,Caesio cuning,21,212.4695414
2013,7/8/2013,327,10,Handline,Caesio cuning,25,360.4931604
2013,7/8/2013,327,10,Handline,Caesio cuning,21,212.4695414
2013,7/8/2013,327,10,Handline,Caesio cuning,21,212.4695414
2013,7/8/2013,327,10,Handline,Caesio cuning,18,133.1375697
2013,7/8/2013,327,10,Handline,Caesio cuning,19,156.8555911
2013,7/8/2013,327,10,Handline,Caesio cuning,29,565.3879448
2013,7/8/2013,327,10,Handline,Caesio cuning,26,406.0182179
2013,7/8/2013,328,10,Handline,Caesio cuning,27,455.244325
2013,7/8/2013,328,10,Handline,Caesio cuning,29,565.3879448
2013,7/8/2013,328,10,Handline,Caesio cuning,28,508.318502
2013,7/8/2013,328,10,Handline,Caesio cuning,27,455.244325
2013,7/8/2013,328,10,Handline,Caesio cuning,18,133.1375697
2013,7/8/2013,328,10,Handline,Caesio cuning,17,111.9516643
2013,7/8/2013,328,10,Handline,Caesio cuning,27,455.244325
2013,7/8/2013,328,10,Handline,Caesio cuning,18,133.1375697
2013,7/8/2013,328,10,Handline,Caesio cuning,28,508.318502
2013,7/8/2013,328,10,Handline,Caesio cuning,16,93.15280705
2013,7/11/2013,334,8,Trap,Caesio cuning,27,455.244325
2013,7/11/2013,334,8,Trap,Caesio cuning,28,508.318502
2013,7/11/2013,334,8,Trap,Caesio cuning,26,406.0182179
2013,7/11/2013,334,8,Trap,Caesio cuning,23,279.9590295
2013,7/11/2013,334,8,Trap,Caesio cuning,25,360.4931604
2013,7/11/2013,334,8,Trap,Caesio cuning,26,406.0182179
2013,7/11/2013,334,8,Trap,Caesio cuning,27,455.244325
2013,7/11/2013,334,8,Trap,Caesio cuning,27,455.244325
2013,7/11/2013,334,8,Trap,Caesio cuning,29,565.3879448
2013,7/11/2013,334,8,Trap,Caesio cuning,32,762.0423352
2013,7/11/2013,334,8,Trap,Caesio cuning,27,455.244325
2013,7/11/2013,334,8,Trap,Caesio cuning,26,406.0182179
2013,7/11/2013,334,8,Trap,Caesio cuning,32,762.0423352
2013,7/11/2013,334,8,Trap,Caesio cuning,29,565.3879448
2013,7/11/2013,334,8,Trap,Caesio cuning,24,318.522314
2013,7/13/2013,339,9,Handline,Caesio cuning,25,360.4931604
2013,7/13/2013,339,9,Handline,Caesio cuning,25,360.4931604
2013,7/13/2013,339,9,Handline,Caesio cuning,28,508.318502
2013,7/13/2013,339,9,Handline,Caesio cuning,28,508.318502
2013,7/13/2013,339,9,Handline,Caesio cuning,30,626.6000187
2013,7/13/2013,339,9,Handline,Caesio cuning,14.5,69.1135803
2013,7/13/2013,339,9,Handline,Caesio cuning,17,111.9516643
2013,7/13/2013,339,9,Handline,Caesio cuning,13.5,55.64951552
2013,7/14/2013,341,8,Handline,Caesio cuning,28.5,536.3446087
2013,7/14/2013,341,8,Handline,Caesio cuning,25,360.4931604
2013,7/14/2013,341,8,Handline,Caesio cuning,26,406.0182179
2013,7/14/2013,341,8,Handline,Caesio cuning,27,455.244325
2013,7/14/2013,341,8,Handline,Caesio cuning,31,692.102253
2013,7/14/2013,341,8,Handline,Caesio cuning,30,626.6000187
2013,7/14/2013,341,8,Handline,Caesio cuning,26,406.0182179
2013,7/14/2013,341,8,Handline,Caesio cuning,27,455.244325
2013,7/14/2013,341,8,Handline,Caesio cuning,26,406.0182179
2013,7/14/2013,341,8,Handline,Caesio cuning,25,360.4931604
2013,7/16/2013,353,11,Speargun,Caesio cuning,32,762.0423352
2013,7/16/2013,353,11,Speargun,Caesio cuning,30,626.6000187
2013,7/16/2013,353,11,Speargun,Caesio cuning,26,406.0182179
2013,7/16/2013,353,11,Speargun,Caesio cuning,24,318.522314
2013,7/16/2013,353,11,Speargun,Caesio cuning,26,406.0182179
2013,7/16/2013,353,11,Speargun,Caesio cuning,28,508.318502
2013,7/16/2013,353,11,Speargun,Caesio cuning,21,212.4695414
2013,7/16/2013,353,11,Speargun,Caesio cuning,25,360.4931604
2013,7/16/2013,353,11,Speargun,Caesio cuning,26,406.0182179
2013,7/16/2013,353,11,Speargun,Caesio cuning,23,279.9590295
2013,7/16/2013,353,11,Speargun,Caesio cuning,27,455.244325
2013,7/17/2013,355,9,Handline,Caesio cuning,26.5,430.1594557
2013,7/17/2013,355,9,Handline,Caesio cuning,25.5,382.8022397
2013,7/17/2013,355,9,Handline,Caesio cuning,26,406.0182179
2013,7/17/2013,355,9,Handline,Caesio cuning,24.5,339.0726309
2013,7/17/2013,355,9,Handline,Caesio cuning,24,318.522314
2013,7/18/2013,361,10,Handline,Caesio cuning,25.5,382.8022397
2013,7/18/2013,361,10,Handline,Caesio cuning,29,565.3879448
2013,7/18/2013,361,10,Handline,Caesio cuning,27,455.244325
2013,7/18/2013,361,10,Handline,Caesio cuning,29.5,595.466936
2013,7/18/2013,361,10,Handline,Caesio cuning,33.5,875.5968668
2013,7/18/2013,361,10,Handline,Caesio cuning,32.5,798.7227638
2013,7/18/2013,361,10,Handline,Caesio cuning,30.5,658.805639
2013,7/18/2013,361,10,Handline,Caesio cuning,23,279.9590295
2013,7/18/2013,361,10,Handline,Caesio cuning,32.5,798.7227638
2013,7/18/2013,361,10,Handline,Caesio cuning,28.5,536.3446087
2013,7/20/2013,363,11,Handline,Caesio cuning,27,455.244325
2013,7/20/2013,363,11,Handline,Caesio cuning,22,244.6568545
2013,7/20/2013,363,11,Handline,Caesio cuning,21,212.4695414
2013,7/20/2013,363,11,Handline,Caesio cuning,21,212.4695414
2013,7/20/2013,363,11,Handline,Caesio cuning,21.5,228.1829724
2013,7/20/2013,363,11,Handline,Caesio cuning,20.5,197.498314
2013,7/20/2013,363,11,Handline,Caesio cuning,19,156.8555911
2013,7/20/2013,363,11,Handline,Caesio cuning,19.5,169.7095506
2013,7/20/2013,363,11,Handline,Caesio cuning,20,183.2510568
2013,7/20/2013,363,11,Handline,Caesio cuning,19,156.8555911
2013,7/20/2013,363,11,Handline,Caesio cuning,17,111.9516643
2013,7/20/2013,363,11,Handline,Caesio cuning,17,111.9516643
2013,7/20/2013,363,11,Handline,Caesio cuning,17,111.9516643
2013,7/20/2013,363,11,Handline,Caesio cuning,17.5,122.2371755
2013,7/20/2013,363,11,Handline,Caesio cuning,17,111.9516643
2013,7/20/2013,367,8,Handline,Caesio cuning,34,915.8275571
2013,7/20/2013,367,8,Handline,Caesio cuning,29,565.3879448
2013,7/20/2013,367,8,Handline,Caesio cuning,33,836.5681066
2013,7/20/2013,367,8,Handline,Caesio cuning,33,836.5681066
2013,7/20/2013,367,8,Handline,Caesio cuning,34,915.8275571
2013,7/20/2013,367,8,Handline,Caesio cuning,28,508.318502
2013,7/20/2013,367,8,Handline,Caesio cuning,28,508.318502
2013,7/21/2013,372,8,Handline,Caesio cuning,29,565.3879448
2013,7/21/2013,372,8,Handline,Caesio cuning,25.5,382.8022397
2013,7/21/2013,372,8,Handline,Caesio cuning,20,183.2510568
2013,7/21/2013,372,8,Handline,Caesio cuning,28,508.318502
2013,7/21/2013,372,8,Handline,Caesio cuning,29.5,595.466936
2013,7/21/2013,372,8,Handline,Caesio cuning,21,212.4695414
2013,7/21/2013,372,8,Handline,Caesio cuning,25,360.4931604
2013,7/21/2013,372,8,Handline,Caesio cuning,21,212.4695414
2013,7/21/2013,372,8,Handline,Caesio cuning,24.5,339.0726309
2013,7/21/2013,372,8,Handline,Caesio cuning,17,111.9516643
2013,7/21/2013,373,10,Handline,Caesio cuning,32,762.0423352
2013,7/21/2013,373,10,Handline,Caesio cuning,28.5,536.3446087
2013,7/21/2013,373,10,Handline,Caesio cuning,28,508.318502
2013,7/21/2013,373,10,Handline,Caesio cuning,27.5,481.291209
2013,7/21/2013,373,10,Handline,Caesio cuning,28.5,536.3446087
2013,7/21/2013,373,10,Handline,Caesio cuning,28,508.318502
2013,7/21/2013,373,10,Handline,Caesio cuning,31,692.102253
2013,7/21/2013,373,10,Handline,Caesio cuning,30,626.6000187
2013,7/21/2013,374,11,Handline,Caesio cuning,32,762.0423352
2013,7/21/2013,374,11,Handline,Caesio cuning,30.5,658.805639
2013,7/21/2013,374,11,Handline,Caesio cuning,29,565.3879448
2013,7/21/2013,374,11,Handline,Caesio cuning,30,626.6000187
2013,7/21/2013,374,11,Handline,Caesio cuning,29.5,595.466936
2013,7/21/2013,374,11,Handline,Caesio cuning,32.5,798.7227638
2013,7/21/2013,375,9,Trap,Caesio cuning,28.5,536.3446087
2013,7/21/2013,375,9,Trap,Caesio cuning,28,508.318502
2013,7/21/2013,375,9,Trap,Caesio cuning,17,111.9516643
2013,7/21/2013,375,9,Trap,Caesio cuning,26.5,430.1594557
2013,7/21/2013,375,9,Trap,Caesio cuning,28,508.318502
2013,7/21/2013,375,9,Trap,Caesio cuning,18.5,144.6709888
2013,7/21/2013,375,9,Trap,Caesio cuning,25.5,382.8022397
2013,7/21/2013,376,9,Handline,Caesio cuning,22.5,261.9094487
2013,7/22/2013,380,10,Handline,Caesio cuning,26,406.0182179
2013,7/22/2013,380,10,Handline,Caesio cuning,26,406.0182179
2013,7/22/2013,380,10,Handline,Caesio cuning,31,692.102253
2013,7/22/2013,380,10,Handline,Caesio cuning,29,565.3879448
2013,7/22/2013,380,10,Handline,Caesio cuning,23,279.9590295
2013,7/22/2013,382,9,Handline,Caesio cuning,24,318.522314
2013,7/22/2013,382,9,Handline,Caesio cuning,21,212.4695414
2013,7/22/2013,382,9,Handline,Caesio cuning,20.5,197.498314
2013,7/22/2013,382,9,Handline,Caesio cuning,21,212.4695414
2013,7/22/2013,382,9,Handline,Caesio cuning,19,156.8555911
2013,7/22/2013,382,9,Handline,Caesio cuning,18,133.1375697
2013,7/22/2013,382,9,Handline,Caesio cuning,24,318.522314
2013,7/22/2013,382,9,Handline,Caesio cuning,23,279.9590295
2013,7/22/2013,382,9,Handline,Caesio cuning,22,244.6568545
2013,7/22/2013,382,9,Handline,Caesio cuning,22,244.6568545
2013,7/22/2013,382,9,Handline,Caesio cuning,20,183.2510568
2013,7/22/2013,382,9,Handline,Caesio cuning,21.5,228.1829724
2013,7/22/2013,382,9,Handline,Caesio cuning,20,183.2510568
2013,7/22/2013,382,9,Handline,Caesio cuning,24,318.522314
2013,7/22/2013,382,9,Handline,Caesio cuning,20,183.2510568
2013,7/22/2013,385,9,Handline,Caesio cuning,25,360.4931604
2013,7/22/2013,385,9,Handline,Caesio cuning,26,406.0182179
2013,7/22/2013,385,9,Handline,Caesio cuning,24,318.522314
2013,7/22/2013,385,9,Handline,Caesio cuning,25.5,382.8022397
2013,8/1/2013,389,8,Handline,Caesio cuning,28,508.318502
2013,8/1/2013,389,8,Handline,Caesio cuning,29,565.3879448
2013,8/1/2013,389,8,Handline,Caesio cuning,25,360.4931604
2013,8/1/2013,389,8,Handline,Caesio cuning,26,406.0182179
2013,8/1/2013,389,8,Handline,Caesio cuning,25,360.4931604
2013,8/1/2013,389,8,Handline,Caesio cuning,29,565.3879448
2013,8/1/2013,390,7,Handline,Caesio cuning,23,279.9590295
2013,8/1/2013,390,7,Handline,Caesio cuning,19,156.8555911
2013,8/1/2013,390,7,Handline,Caesio cuning,24,318.522314
2013,8/1/2013,390,7,Handline,Caesio cuning,28,508.318502
2013,8/1/2013,390,7,Handline,Caesio cuning,25,360.4931604
2013,8/1/2013,390,7,Handline,Caesio cuning,25,360.4931604
2013,8/1/2013,390,7,Handline,Caesio cuning,29,565.3879448
2013,8/1/2013,390,7,Handline,Caesio cuning,28,508.318502
2013,8/1/2013,391,9,Handline,Caesio cuning,23,279.9590295
2013,8/1/2013,391,9,Handline,Caesio cuning,24,318.522314
2013,8/1/2013,391,9,Handline,Caesio cuning,25,360.4931604
2013,8/1/2013,391,9,Handline,Caesio cuning,30,626.6000187
2013,8/1/2013,391,9,Handline,Caesio cuning,30,626.6000187
2013,8/1/2013,391,9,Handline,Caesio cuning,25,360.4931604
2013,8/1/2013,391,9,Handline,Caesio cuning,25,360.4931604
2013,8/1/2013,392,7,Speargun,Caesio cuning,21,212.4695414
2013,8/1/2013,392,7,Speargun,Caesio cuning,26,406.0182179
2013,8/1/2013,392,7,Speargun,Caesio cuning,20,183.2510568
2013,8/1/2013,392,7,Speargun,Caesio cuning,27,455.244325
2013,8/1/2013,392,7,Speargun,Caesio cuning,27,455.244325
2013,8/1/2013,392,7,Speargun,Caesio cuning,20,183.2510568
2013,8/1/2013,392,7,Speargun,Caesio cuning,20,183.2510568
2013,8/1/2013,392,7,Speargun,Caesio cuning,22,244.6568545
2013,8/1/2013,392,7,Speargun,Caesio cuning,25,360.4931604
2013,8/1/2013,392,7,Speargun,Caesio cuning,19,156.8555911
2013,8/1/2013,392,7,Speargun,Caesio cuning,19,156.8555911
2013,8/1/2013,392,7,Speargun,Caesio cuning,20,183.2510568
2013,8/3/2013,394,8,Trap,Caesio cuning,32,762.0423352
2013,8/3/2013,394,8,Trap,Caesio cuning,33,836.5681066
2013,8/13/2013,399,8,Speargun,Caesio cuning,30,626.6000187
2013,8/13/2013,399,8,Speargun,Caesio cuning,28,508.318502
2013,8/13/2013,399,8,Speargun,Caesio cuning,29,565.3879448
2013,8/13/2013,399,8,Speargun,Caesio cuning,24,318.522314
2013,8/13/2013,399,8,Speargun,Caesio cuning,24,318.522314
2013,8/13/2013,399,8,Speargun,Caesio cuning,24,318.522314
2013,8/13/2013,399,8,Speargun,Caesio cuning,22,244.6568545
2013,8/13/2013,399,8,Speargun,Caesio cuning,25,360.4931604
2013,8/13/2013,399,8,Speargun,Caesio cuning,24,318.522314
2013,8/13/2013,399,8,Speargun,Caesio cuning,24,318.522314
2013,8/13/2013,401,7,Trap,Caesio cuning,35,999.9688213
2013,8/13/2013,401,7,Trap,Caesio cuning,33,836.5681066
2013,8/13/2013,401,7,Trap,Caesio cuning,33,836.5681066
2013,8/13/2013,401,7,Trap,Caesio cuning,32,762.0423352
2013,8/13/2013,401,7,Trap,Caesio cuning,34,915.8275571
2013,8/13/2013,401,7,Trap,Caesio cuning,44,2001.430624
2013,8/14/2013,402,8,Speargun,Caesio cuning,20,183.2510568
2013,8/14/2013,402,8,Speargun,Caesio cuning,22,244.6568545
2013,8/14/2013,402,8,Speargun,Caesio cuning,22,244.6568545
2013,8/14/2013,402,8,Speargun,Caesio cuning,21,212.4695414
2013,8/14/2013,402,8,Speargun,Caesio cuning,24,318.522314
2013,8/14/2013,402,8,Speargun,Caesio cuning,20,183.2510568
2013,8/14/2013,402,8,Speargun,Caesio cuning,22,244.6568545
2013,8/14/2013,402,8,Speargun,Caesio cuning,23,279.9590295
2013,8/14/2013,402,8,Speargun,Caesio cuning,22,244.6568545
2013,8/15/2013,403,6,Speargun,Caesio cuning,25,360.4931604
2013,8/15/2013,403,6,Speargun,Caesio cuning,28,508.318502
2013,8/15/2013,403,6,Speargun,Caesio cuning,24,318.522314
2013,8/15/2013,403,6,Speargun,Caesio cuning,24,318.522314
2013,8/15/2013,403,6,Speargun,Caesio cuning,19,156.8555911
2013,8/15/2013,403,6,Speargun,Caesio cuning,22,244.6568545
2013,8/15/2013,403,6,Speargun,Caesio cuning,23,279.9590295
2013,8/15/2013,403,6,Speargun,Caesio cuning,24,318.522314
2013,8/15/2013,403,6,Speargun,Caesio cuning,19,156.8555911
2013,8/15/2013,403,6,Speargun,Caesio cuning,22,244.6568545
2013,8/15/2013,403,6,Speargun,Caesio cuning,19,156.8555911
2013,8/24/2013,410,7,Speargun,Caesio cuning,21,212.4695414
2013,8/24/2013,410,7,Speargun,Caesio cuning,21,212.4695414
2013,8/24/2013,410,7,Speargun,Caesio cuning,31,692.102253
2013,8/24/2013,410,7,Speargun,Caesio cuning,29,565.3879448
